Maine 2025 Priority Bills,Stance,Issues,Status Text,Future Hearing Dates,Last Timeline Action,Source Link,AI Summary,Sponsors List,Cosponsors List
"L.D. 300 (H.P. 200): Resolve, to Direct the Public Utilities Commission to Study Expanding the Use of Hydroelectric Power and the Development of a Geothermal Power Plant in the State ",Watching,,Introduced or Prefiled,3/20/2025,"Received By The Clerk Of The House On January 30, 2025. The Resolve Was Referred To The Committee On Energy, Utilities And Technology Pursuant To Joint Rule 308.2 And Ordered Printed Pursuant To Joint Rule 401.",https://legislature.maine.gov/billtracker/#Paper/300?legislature=132,"The legislative document mandates the Public Utilities Commission to undertake two comprehensive studies aimed at enhancing the state's energy portfolio. The first study focuses on the hydroelectric power sector, requiring the commission to assess the current operations of existing facilities, explore possibilities for expansion or relocation, and investigate the potential restoration of decommissioned sites using new technologies. Additionally, the commission is tasked with examining innovative technologies employed in other states to determine their applicability for improving or expanding Maine's hydroelectric power industry. The second study involves the development of a geothermal power plant, defined as a facility that generates electricity using heat from the earth. The commission is expected to compile and submit reports on these studies, including any recommendations, to the legislative committee responsible for energy matters by November 4, 2026. This committee may then propose related legislation to the 133rd Legislature in 2027.",ME Rep. Mathew McIntyre (R-ME-018),ME Rep. Alicia Collins (R-ME-061)
L.D. 317 (H.P. 217): An Act to Enact the Safe Cosmetics Act ,Support,Toxics,Introduced or Prefiled,,Voted Divided Report,https://legislature.maine.gov/billtracker/#Paper/317?legislature=132,"The legislative text introduces the Safe Cosmetics Act, which aims to regulate the sale and distribution of cosmetic products in the state of Maine by prohibiting the inclusion of certain harmful ingredients. Effective January 1, 2027, the legislation bans the sale, distribution, or offering for sale of cosmetic products containing specific intentionally added ingredients such as lead, mercury, dibutyl phthalate, diethylhexyl phthalate, formaldehyde, and others. However, the Act allows for exceptions if the presence of these ingredients is due to technically unavoidable trace quantities resulting from impurities in natural or synthetic ingredients, the manufacturing process, storage, or migration from packaging. Additionally, the Act provides protection for retailers by entitling them to a full refund from manufacturers if they unknowingly purchase products that contain prohibited ingredients, covering all associated costs including shipping. The Department is authorized to adopt rules to implement the provisions of this chapter, classified as routine technical rules under the state's administrative procedures.",ME Rep. Sophia Warren (D-ME-124),
L.D. 342 (H.P. 242): An Act to Include Nuclear Power in the State's Renewable Portfolio Standard ,Oppose,"Nuclear, Energy",Introduced or Prefiled,3/19/2025,"Received By The Clerk Of The House On January 30, 2025. The Bill Was Referred To The Committee On Energy, Utilities And Technology Pursuant To Joint Rule 308.2 And Ordered Printed Pursuant To Joint Rule 401.",https://legislature.maine.gov/billtracker/#Paper/342?legislature=132,"The legislative text proposes amendments to the Maine Revised Statutes Annotated (MRSA) §3210, specifically targeting the state's Renewable Portfolio Standard. The primary objective of the legislation is to include nuclear power as a recognized source of renewable energy. This inclusion is contingent upon the nuclear power plant being constructed after January 1, 2025. The bill modifies existing statutes by adding nuclear power to the list of renewable capacity resources and renewable resources, which are classified as Class I resources. These resources are integral to the portfolio supply source requirements that competitive electricity providers in the state must adhere to. The legislation does not specify any funding allocations or financial figures related to the development or support of nuclear power facilities. The amendments aim to broaden the scope of renewable energy sources, thereby potentially diversifying the state's energy portfolio and contributing to its renewable energy goals.",ME Rep. Reagan Paul (R-ME-037),
L.D. 301 (H.P. 201): An Act to Allow the Public Utilities Commission to Establish Performance-based Metrics and Rate-adjustment Mechanisms for a Public Utility in Any Proceeding ,Watching,,Introduced or Prefiled,3/19/2025,Work Session Held Tabled,https://legislature.maine.gov/billtracker/#Paper/301?legislature=132,"The legislative text authorizes the Public Utilities Commission (PUC) to implement performance-based metrics and rate-adjustment mechanisms for public utilities during any proceeding. This initiative aims to enhance the regulatory framework by allowing the PUC to tailor utility rates and performance standards more closely to the specific circumstances and needs of each case. The legislation introduces a new section, 35-A MRSA §1324, which explicitly permits these actions, overriding any conflicting provisions within the existing title. The bill does not specify any funding allocations or financial figures, nor does it outline specific timelines or deadlines for implementation. The primary objective is to provide the PUC with greater flexibility and authority in regulating public utilities, potentially leading to more efficient and responsive utility services.",ME Rep. Melanie Sachs (D-ME-102),
"L.D. 296 (H.P. 196): An Act to Appropriate Funds to the Department of Environmental Protection, Lake Water Quality Restoration and Protection Fund ",Support,,Introduced or Prefiled,,Voted Otp-Am,https://legislature.maine.gov/billtracker/#Paper/296?legislature=132,"The legislative text outlines a financial initiative aimed at enhancing the quality of lake waters in the State of Maine. It appropriates a total of $4,000,000 from the General Fund, with $2,000,000 allocated for each fiscal year 2025-26 and 2026-27. These funds are designated for the Lake Water Quality Restoration and Protection Fund, managed by the Department of Environmental Protection. The primary objective of this funding is to support projects that meet specific criteria designed to improve or maintain the quality of lake waters. The legislation does not introduce any changes to existing laws or statutes, nor does it specify any particular deadlines or timelines for the implementation of these projects.","ME Rep. William ""Bill"" Bridgeo (D-ME-060)",
"L.D. 1 (S.P. 29): An Act to Increase Storm Preparedness for Maine's Communities, Homes and Infrastructure ",Support,,Introduced or Prefiled,3/18/2025,Work Session Held Tabled,https://legislature.maine.gov/billtracker/#Paper/1?legislature=132,"The legislative text outlines a comprehensive plan to enhance storm preparedness and resilience in Maine through several key initiatives. Part A establishes the Home Resiliency Program, which aims to provide grants to homeowners for projects that increase their homes' resistance to severe weather. This program is funded by a one-time transfer of $15 million from the Department of Professional and Financial Regulation's Insurance Bureau. Part B introduces the Safeguarding Tomorrow through Ongoing Risk Mitigation Revolving Loan Fund within the Maine Emergency Management Agency. This fund is designed to support municipal and tribal infrastructure projects that mitigate future storm and hazard risks, improve statewide emergency communication systems, and provide state matching funds for federal disaster programs. The fund is supported by transfers totaling over $11 million from the same Insurance Bureau account. Part C establishes the State Resilience Office within the Maine Office of Community Affairs, funded by a $9.6 million transfer. This office is tasked with coordinating resilience policies, supporting flood risk reduction, and increasing participation in the National Flood Insurance Program. It will also create an online community risk data hub and update flood maps. Additionally, an annual transfer of $1.755 million from the Insurance Bureau's funds to the State Resilience Fund is mandated, with the State Resilience Office required to report annually on the use and outcomes of these funds. The legislation includes emergency provisions, allowing it to take effect immediately upon approval.",ME Sen. Mattie Daughtry (D-ME-023),
"L.D. 274 (H.P. 178): An Act Making Unified Allocations from the Highway Fund and Other Funds for the Expenditures of State Government and Changing Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Years Ending June 30, 2025, June 30, 2026 and June 30, 2027 ",Watching,,Introduced or Prefiled,"3/18/2025, 3/17/2025, 3/17/2025",Work Session Held Tabled,https://legislature.maine.gov/billtracker/#Paper/274?legislature=132,"The legislative document outlines a proposal for unified allocations from the Highway Fund and other funds to support the expenditures of the State Government of Maine for the fiscal years ending June 30, 2025, June 30, 2026, and June 30, 2027. This emergency legislation aims to ensure the proper operations of the state government by adjusting certain legal provisions. The bill is a concept draft, indicating that it serves as a preliminary framework for discussion and development. It is intended to address the financial needs of the state by organizing and allocating resources efficiently across various government functions. The proposal includes changes to existing laws as necessary to facilitate these allocations, although specific modifications to statutes are not detailed in the text provided. The document emphasizes the importance of these allocations in maintaining the effective functioning of state operations over the specified fiscal years.",ME Rep. Lydia Crafts (D-ME-046),
"L.D. 275 (H.P. 179): An Act to Make Supplemental Allocations from the Highway Fund and Other Funds for the Expenditures of State Government and to Change Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Year Ending June 30, 2025 ",Watching,,Introduced or Prefiled,,Reported Out Otp-Am,https://legislature.maine.gov/billtracker/#Paper/275?legislature=132,"The legislative text outlines supplemental allocations from the Highway Fund and other funds for the fiscal year ending June 30, 2025, with the aim of addressing immediate financial needs and operational changes within state departments. The bill includes an emergency preamble, allowing it to take effect immediately upon approval to ensure the timely payment of obligations and expenses. Key provisions include funding for reclassifications and reorganizations within the Department of Public Safety and the Department of Secretary of State, specifically targeting positions within the State Police and Motor Vehicles Administration. The Highway Fund allocates $24,135 for the Department of Public Safety and $345,369 for the Department of Secretary of State, with specific allocations for technology costs, postage, and contract expenses related to driver's licenses and state identification credentials. Additionally, the bill provides a one-time funding adjustment for the Department of Transportation, reallocating $15,000,000 from Personal Services to Capital Expenditures within the Multimodal Transportation Fund. The legislation also includes provisions for carrying forward unexpended balances, with up to $9,000,000 allocated for the Bureau of Motor Vehicles modernization project and the new license plate general issue project, and an additional $2,500,000 for continued modernization efforts. These carry-forward provisions ensure that funds remain available for ongoing projects beyond the current fiscal year.",ME Rep. Lydia Crafts (D-ME-046),
L.D. 276 (H.P. 180): An Act Regarding Inland Fisheries and Wildlife ,Watching,,Introduced or Prefiled,,The Bill Was Referred To The Committee On Inland Fisheries And Wildlife In Concurrence,https://legislature.maine.gov/billtracker/#Paper/276?legislature=132,"The proposed legislation aims to amend the existing laws related to inland fisheries and wildlife in the state of Maine. The primary objective of the bill is to update and potentially enhance the regulatory framework governing these areas, although specific amendments or provisions are not detailed in the concept draft. The bill does not specify any funding allocations or financial figures, nor does it outline particular changes to current statutes or regulations. Additionally, the draft does not provide any timelines or deadlines for the implementation of potential amendments. As a concept draft, the bill serves as an initial proposal, indicating the intent to address and possibly reform the management and conservation of inland fisheries and wildlife without providing explicit details at this stage.",ME Rep. Tiffany Roberts (D-ME-149),
L.D. 257 (S.P. 124): An Act to Eliminate the Practice of Net Energy Billing ,Oppose,,Introduced or Prefiled,,"Received By The Secretary Of The Senate On January 23, 2025 And Referred To The Committee On Energy, Utilities And Technology Pursuant To Joint Rule 308.2",https://legislature.maine.gov/billtracker/#Paper/257?legislature=132,"The legislative text outlines a comprehensive repeal and amendment of existing statutes related to net energy billing in Maine. The primary objective of the legislation is to eliminate the practice of net energy billing, which allows customers to receive bill credits for electricity generated by their own facilities and delivered to the grid. The bill repeals several sections of Title 35-A, including sections 3209-A, 3209-B, 3209-C, 3209-D, and 3209-E, which previously governed net energy billing practices. Additionally, it prohibits the Public Utilities Commission from requiring transmission and distribution utilities to permit customer participation in net energy billing. The legislation also amends property tax laws, specifically sections 655 and 656 of Title 36, to remove exemptions for solar energy equipment that were contingent upon participation in net energy billing programs. The amendments stipulate that all energy generated by solar equipment must be used on-site to qualify for tax exemptions. Furthermore, the bill modifies section 3214 of Title 35-A to adjust funding formulas for assistance programs, ensuring that assistance is not counted as income for other means-tested programs. The legislation sets a significant date of April 30, 2024, by which distributed generation resources must have received necessary transmission approvals to be considered under the new definitions. Overall, the bill aims to streamline energy billing practices and redefine the criteria for renewable energy incentives in the state.",,
L.D. 261 (H.P. 164): An Act Regarding the Authority of Municipalities to Regulate Timber Harvesting ,Watching,,Introduced or Prefiled,3/18/2025,"Received By The Clerk Of The House On January 23, 2025. The Bill Was Referred To The Committee On Agriculture, Conservation And Forestry Pursuant To Joint Rule 308.2 And Ordered Printed Pursuant To Joint Rule 401.",https://legislature.maine.gov/billtracker/#Paper/261?legislature=132,"The legislative text outlines amendments to the Maine Revised Statutes concerning the regulation of timber harvesting activities by municipalities. The primary objective of the legislation is to clarify and enhance the authority of municipalities in regulating timber harvesting activities while ensuring consistency with state definitions and standards. The legislation specifies that ""timber harvesting activities"" do not include actions that lead to a change in land use within five years of completion. Municipalities are required to adopt definitions for forestry terms that align with those in the Maine Revised Statutes and those adopted by the Commissioner of Agriculture, Conservation and Forestry. The legislation mandates that municipal ordinances regulating timber harvesting must be reviewed by the Department of Agriculture, Conservation and Forestry, Bureau of Forestry, and must meet specific procedural requirements by June 30, 2029, if adopted between September 1, 1990, and January 1, 2026. Furthermore, any new municipal timber harvesting ordinance must be certified by the bureau and be consistent with a comprehensive plan adopted by the municipality's legislative body. The legislation also updates the requirements for municipalities to report timber harvesting ordinances to the bureau, ensuring that the centralized listing maintained by the bureau includes only those ordinances specifically related to timber harvesting activities. Additionally, the legislation sets forth detailed procedures for the development, amendment, and adoption of municipal timber harvesting ordinances, including public hearings, landowner notifications, and the involvement of licensed professional foresters. The legislation also provides for the reimbursement of municipalities for direct costs incurred in complying with these requirements.",ME Rep. Stephan Bunker (D-ME-075),
"L.D. 260 (H.P. 163): RESOLUTION, Proposing an Amendment to the Constitution of Maine to Establish That All Maine Residents Have Equal Rights Under the Law ",Support,,Introduced or Prefiled,,Voted Divided Report,https://legislature.maine.gov/billtracker/#Paper/260?legislature=132,"The proposed legislative resolution seeks to amend the Constitution of Maine to ensure that all residents are granted equal rights under the law, prohibiting any denial or abridgment of these rights by the state or its political subdivisions. This amendment specifically addresses discrimination based on actual or perceived characteristics, including race, color, religion, sex, sexual orientation, gender identity, gender expression, age, physical or mental disability, ancestry, or national origin. The legislation empowers the Maine Legislature to enforce this provision through appropriate legislation. The amendment process involves a statewide referendum, scheduled for the November election following the resolution's passage. During this referendum, voters will decide whether to ratify the amendment by voting ""Yes"" or ""No"" on the proposed question. The Secretary of State is tasked with preparing and distributing the necessary ballots and materials to facilitate this voting process. If a majority of votes favor the amendment, the Governor will proclaim its ratification, thereby incorporating it into the state constitution.",ME Rep. Holly Sargent (D-ME-147),
L.D. 247 (S.P. 113): An Act Regarding Recommendations for Changing Place Names in the State ,Watching,,Introduced or Prefiled,,Voted Divided Report,https://legislature.maine.gov/billtracker/#Paper/247?legislature=132,"The legislative text establishes the Maine Board on Place Names, tasked with creating policies and procedures for naming and renaming places within the state. This board will serve as an advisory body to local governments and the Department of Administrative and Financial Services, particularly in matters involving the United States Board on Geographic Names. The board is composed of 11 members, including experts in genealogy, anthropology, history, linguistics, and representatives from civil rights organizations and federally recognized Indian tribes. Members are appointed by the President of the Senate and the Speaker of the House, with terms staggered initially to ensure continuity. The board is required to meet at least six times a year and is responsible for public engagement and education regarding place names. It can receive funding from various sources to support its activities, including educational programs and public assistance in initiating petitions for name changes. The legislation also mandates that municipal officers and county commissioners collaborate with the board when a place name is deemed offensive by the Maine Human Rights Commission, with a six-month deadline to notify relevant authorities of any name changes. Additionally, the bill introduces a 180-day moratorium on processing petitions for naming or renaming non-administrative places. The board must report biennially to the legislature on its activities, including recommendations for legislative changes. The definition of ""place"" is expanded to include various geographic and cultural features owned or operated by the state or its subdivisions.",ME Sen. Rachel Talbot Ross (D-ME-028),
L.D. 231 (H.P. 154): An Act to Update the Solid Waste Management Hierarchy ,Oppose,,Introduced or Prefiled,3/17/2025,"Received By The Clerk Of The House On January 16, 2025. The Bill Was Referred To The Committee On Environment And Natural Resources Pursuant To Joint Rule 308.2 And Ordered Printed Pursuant To Joint Rule 401.",https://legislature.maine.gov/billtracker/#Paper/231?legislature=132,"The legislative text outlines an amendment to the solid waste management policy in the State of Maine, specifically modifying the hierarchy of waste management priorities. The primary objective of this legislation is to elevate the priority of waste processing methods that reduce the volume of waste requiring land disposal, such as incineration, from the fifth to the third position in the hierarchy. This adjustment aims to enhance the efficiency of waste management by emphasizing processes that minimize the need for land disposal. The revised hierarchy now places waste processing, including incineration, immediately after waste reuse and before recycling, thereby promoting a more integrated and effective approach to managing both locally generated and imported solid waste. The legislation does not specify any new funding allocations or financial figures related to these changes, nor does it introduce any specific timelines or deadlines for implementation. The amendment to the existing statute, 38 MRSA §2101, sub-§1, reflects a strategic shift in the state's policy to prioritize waste processing techniques that contribute to reducing landfill dependency.","ME Rep. Richard ""Dick"" Campbell (R-ME-019)",
L.D. 236 (H.P. 159): An Act to Provide Legislative Oversight of the Rule-making Petition Process ,Watching,,Introduced or Prefiled,,"Received By The Clerk Of The House On January 16, 2025. The Bill Was Referred To The Committee On State And Local Government Pursuant To Joint Rule 308.2 And Ordered Printed Pursuant To Joint Rule 401.",https://legislature.maine.gov/billtracker/#Paper/236?legislature=132,"The legislative text introduces amendments to the existing law governing the rule-making petition process in the state of Maine. The primary objective of the legislation is to enhance legislative oversight by mandating that any rule-making proceeding initiated by an agency, based on a petition submitted by 150 or more registered voters, must be conducted through major substantive rulemaking. This process is to be carried out in accordance with the requirements outlined in the Maine Revised Statutes, Title 5, chapter 375, subchapter 2-A. The amendment specifies that within 60 days of receiving such a petition, the agency must either notify the petitioner of its denial, providing reasons, or commence the appropriate rule-making proceedings. The petition must be verified and certified as per the existing legal provisions before being presented to the agency. This legislative change aims to ensure a more structured and rigorous approach to rule-making when a significant number of voters are involved, thereby potentially increasing transparency and accountability in the process.","ME Rep. Richard ""Dick"" Campbell (R-ME-019)",
L.D. 223 (H.P. 146): An Act to Amend the Mining Excise Tax Laws ,Watching,"Mining, Land Development / Use",Introduced or Prefiled,3/20/2025,"Received By The Clerk Of The House On January 16, 2025. The Bill Was Referred To The Committee On Taxation Pursuant To Joint Rule 308.2 And Ordered Printed Pursuant To Joint Rule 401.",https://legislature.maine.gov/billtracker/#Paper/223?legislature=132,"The legislative text outlines amendments to the mining excise tax laws in Maine, focusing on several key areas. The primary provisions include the repeal and replacement of existing statutes to simplify the excise tax imposed on mining companies. The new formula for calculating the excise tax is based on the gross proceeds of a mining company, multiplied by 0.05. The legislation also exempts unextracted minerals from property tax and provides for the refund of sales tax on depreciable machinery and equipment used in commercial mining. Additionally, the bill introduces administrative provisions related to tax filing, including extensions, amended returns, accounting periods, and estimated tax payments. It eliminates the Mining Impact Assistance Fund, which previously provided grants to offset property tax revenue losses and fund public facilities related to mining. Instead, 75% of the mining excise tax revenue will now be allocated to the Land for Maine's Future Trust Fund, with the remaining 25% directed to the General Fund. The legislation also repeals several sections of the Maine Revised Statutes, including definitions and provisions related to the mining excise tax, and clarifies the definition of ""tax year"" for these purposes. These changes are set to apply to tax years beginning on or after January 1, 2025, with specific provisions regarding sales tax refunds applicable to purchases made from that date.",ME Rep. Kristen Cloutier (D-ME-094),
L.D. 222 (H.P. 145): An Act to Establish a Take-back and Disposal Program for Firefighting and Fire-suppressing Foam to Which Perfluoroalkyl and Polyfluoroalkyl Substances Have Been Added ,Support,,Introduced or Prefiled,,Voted Otp,https://legislature.maine.gov/billtracker/#Paper/222?legislature=132,"The legislation mandates the establishment of a take-back and disposal program for firefighting and fire-suppressing foam containing perfluoroalkyl and polyfluoroalkyl substances (PFAS) within the state. The Department of Environmental Protection, in collaboration with the Department of Public Safety's Office of the State Fire Marshal, is tasked with designing and implementing this program by July 1, 2027. The program aims to facilitate the collection of PFAS-containing foam from individuals who voluntarily request its removal and ensure its safe and contained disposal. The department is authorized to engage a third-party entity to manage the program's implementation and administration. Additionally, the department may establish necessary rules for the program's operation, classified as routine technical rules under the state's administrative procedures. This initiative introduces a new subsection, 5-A, to the existing statute 38 MRSA §424-C, thereby expanding the regulatory framework to address environmental and public safety concerns associated with PFAS in firefighting materials.","ME Rep. Daniel ""Dan"" Ankeles (D-ME-100)",
L.D. 228 (H.P. 151): An Act to Allow Coastal Seawalls to Be Raised by up to 2 Feet in Order to Accommodate Predicted Sea Level Rise ,Watching,,Introduced or Prefiled,3/19/2025,"Received By The Clerk Of The House On January 16, 2025. The Bill Was Referred To The Committee On Environment And Natural Resources Pursuant To Joint Rule 308.2 And Ordered Printed Pursuant To Joint Rule 401.",https://legislature.maine.gov/billtracker/#Paper/228?legislature=132,"The legislative text outlines provisions allowing for the elevation of existing seawalls in coastal sand dune systems by up to two feet to address the challenges posed by rising sea levels and increased storm frequency. This measure is deemed an emergency, necessitating immediate implementation to enhance the resilience of infrastructure against environmental threats. The legislation amends the Natural Resources Protection Act, specifically enacting a new subsection, 38 MRSA §480-E, sub-§19, which permits the Department of Environmental Protection to authorize a one-time height increase for seawalls existing as of January 1, 2025, provided they comply with departmental rules. Additionally, the amendment to 38 MRSA §480-W, sub-§4, allows for the replacement of seawalls destroyed or threatened by emergencies, with the possibility of increasing their height by up to two feet, while maintaining other dimensions and construction characteristics. The bill emphasizes the preservation of dune vegetation during construction and restricts sand movement during certain periods unless approved by the Department of Inland Fisheries and Wildlife. The emergency clause ensures the legislation takes effect immediately upon approval.","ME Rep. Robert ""Bob"" Foley (R-ME-145)",
L.D. 234 (H.P. 157): An Act to Eliminate Ranked-choice Voting ,Oppose,Elections,Introduced or Prefiled,,Voted Divided Report,https://legislature.maine.gov/billtracker/#Paper/234?legislature=132,"The legislative text outlines a bill aimed at eliminating the use of ranked-choice voting in various elections within the state of Maine. The primary provisions of the bill involve the repeal of existing statutes that govern ranked-choice voting, specifically targeting its application in primary elections for several key offices, including the President of the United States, United States Senator, United States Representative to Congress, Governor, State Senator, and State Representative. Additionally, the bill seeks to remove ranked-choice voting from general and special elections for United States Senator and United States Representative to Congress, as well as from general elections for presidential electors. The bill introduces amendments to existing laws, such as the removal of instructions and arrangements related to ranked-choice voting on ballots, and the repeal of sections that previously mandated the use of ranked-choice voting in certain electoral processes. The legislation also modifies the order of offices on ballots and the instructions provided to voters, ensuring that references to ranked-choice voting are omitted. Furthermore, the bill alters the procedures for counting ballots, election returns, and the tabulation of votes, reverting to a plurality-based system. The bill does not specify any new funding allocations or financial implications, nor does it introduce specific timelines or deadlines for the implementation of these changes.","ME Rep. Richard ""Dick"" Campbell (R-ME-019)",
L.D. 204 (S.P. 91): An Act to Reduce the Cost of Electricity by Removing the 100-megawatt Limit on Renewable Resources of Energy ,Watching,,Introduced or Prefiled,3/20/2025,"The Bill Was Referred To The Committee On Energy, Utilities And Technology. In Concurrence. Ordered Sent Forthwith.",https://legislature.maine.gov/billtracker/#Paper/204?legislature=132,"The legislative text aims to amend existing energy regulations in the state of Maine by removing the 100-megawatt limit on renewable energy resources. This change is intended to facilitate the inclusion of larger renewable energy projects in the state's renewable resource portfolio, thereby potentially reducing electricity costs. The legislation specifically modifies sections of the Maine Revised Statutes Annotated (MRSA) §3210, sub-§2, by eliminating the restriction that previously capped the total power production capacity of renewable energy sources at 100 megawatts. This amendment applies to various types of renewable energy technologies, including fuel cells, tidal power, geothermal installations, hydroelectric generators, biomass generators, anaerobic digestion, solar arrays, wind power installations, and generators fueled by municipal solid waste. By lifting this capacity limit, the bill seeks to encourage the development and integration of larger-scale renewable energy projects, which could contribute to a more sustainable and cost-effective energy supply for the state.",ME Sen. Jeff Timberlake (R-ME-017),
L.D. 183 (H.P. 116): An Act to Cap Publicly Owned Land Area at No More than 50 Percent of Any County ,Oppose,,Introduced or Prefiled,3/20/2025,"The Bill Was Referred To The Committee On Agriculture, Conservation And Forestry In Concurrence",https://legislature.maine.gov/billtracker/#Paper/183?legislature=132,"The legislation establishes a cap on the amount of publicly owned land within any county in the state of Maine, stipulating that such land cannot exceed 50% of the total land area of a county. Publicly owned land is defined as land where the federal government, the state, a county, or a municipality holds property rights, including easements, development rights, trust rights, or other ownership interests. However, this limitation can be surpassed if two-thirds of each house of the legislature grants approval. Additionally, the legislation mandates that the Department of Agriculture, Conservation and Forestry must report every two years, starting April 15, 2026, to the joint standing committee of the legislature responsible for public lands matters. This report will detail the percentage of publicly owned land both statewide and by county.",ME Rep. Billy Bob Faulkingham (R-ME-012),
L.D. 186 (H.P. 119): An Act to Clarify the Public Utilities Commission's Authority to Establish Time-of-use Pricing for Standard-offer Service ,Watching,,Introduced or Prefiled,3/19/2025,Work Session Held Tabled,https://legislature.maine.gov/billtracker/#Paper/186?legislature=132,"The legislative text aims to clarify and expand the authority of the Public Utilities Commission (PUC) in Maine regarding the implementation of time-of-use pricing for standard-offer service. The primary objective of this legislation is to enhance the cost-effectiveness of demand response and energy efficiency measures by explicitly allowing the incorporation of time-of-use pricing. This approach is intended to provide residential and small commercial customers with the lowest possible prices over a reasonable period. The bill amends existing statutes, specifically 35-A MRSA §3212, sub-§4-B and sub-§4-C, to include time-of-use pricing as a viable option for demand response strategies. The amendments also encourage participation from local entities that are not standard-offer service providers or their affiliates in supplying these cost-effective measures. Additionally, the legislation allows the PUC to establish various contract lengths and terms for standard-offer service, further supporting the goal of achieving competitive pricing for consumers. The bill does not specify any new funding allocations or financial figures, nor does it introduce specific timelines or deadlines for implementation.","ME Rep. Walter ""Gerry"" Runte (D-ME-146)",
"L.D. 161 (H.P. 94): Resolve, Directing the Department of Agriculture, Conservation and Forestry to Convene a Stakeholder Group Tasked with a Comprehensive Overhaul and Modernization of the State Subdivision Laws ",Support,,Introduced or Prefiled,,Work Session Held Tabled,https://legislature.maine.gov/billtracker/#Paper/161?legislature=132,"The legislative document mandates the Department of Agriculture, Conservation and Forestry to establish a stakeholder group tasked with reviewing and recommending updates to the subdivision laws outlined in the Maine Revised Statutes, specifically Title 12, chapter 206-A; Title 30-A, chapter 187, subchapter 4; and Title 38, chapter 3, subchapter 1, article 6. The primary objective of this initiative is to modernize these laws to encourage development in designated growth areas, alleviate development pressures in rural regions, safeguard public health and safety, support the state's affordable housing goals, and streamline the development review process. The stakeholder group is to be composed of diverse members, including legislative representatives, commissioners or their designees from environmental and wildlife departments, representatives from county registries of deeds, municipal governments, regional planning agencies, landowners in unorganized territories, and the real estate development industry. The Department is required to compile the group's findings and recommendations into a report, which must be submitted to the relevant legislative committees by December 3, 2025. These committees are authorized to propose legislation based on the report's content for consideration in the Second Regular Session of the 132nd Legislature.","ME Rep. John ""Jack"" Ducharme (R-ME-071)",
"L.D. 175 (H.P. 108): RESOLUTION, Proposing an Amendment to the Constitution of Maine to Ensure That Only Citizens of the United States May Participate in Elections ",Oppose,Elections,Introduced or Prefiled,,The Bill Was Referred To The Committee On Veterans And Legal Affairs In Concurrence,https://legislature.maine.gov/billtracker/#Paper/175?legislature=132,"The proposed legislative resolution seeks to amend the Constitution of Maine to clarify and ensure that only citizens of the United States who are 18 years of age or older and have established residency in the state are eligible to vote in elections for Governor, Senators, and Representatives, as well as in any local elections within the city, town, or plantation where they reside. This amendment explicitly excludes individuals under guardianship due to mental illness from voting. The resolution also maintains that military personnel stationed in the state do not gain residency for voting purposes, nor do students residing at educational institutions. However, it ensures that individuals do not lose their residency status due to military service outside the state. Additionally, the amendment affirms that Native Americans residing on tribal reservations, who meet other qualifications, retain their right to vote in all county, state, and national elections. The resolution outlines a procedure for a statewide referendum to be held in November following the resolution's passage, where voters will decide on the ratification of this constitutional amendment. The Secretary of State is tasked with preparing and distributing the necessary ballots and materials to facilitate this referendum. If a majority of votes favor the amendment, the Governor will proclaim its adoption, and it will become part of the state constitution on the proclamation date.",ME Rep. Laurel Libby (R-ME-090),
"L.D. 197 (S.P. 84): Resolve, to Direct the Governor's Energy Office to Conduct a Study Regarding the Future of Electric Transmission Infrastructure in the State ",Watching,,Introduced or Prefiled,3/19/2025,"The Resolve Was Referred To The Committee On Energy, Utilities And Technology. In Concurrence. Ordered Sent Forthwith.",https://legislature.maine.gov/billtracker/#Paper/197?legislature=132,"The legislation mandates the Governor's Energy Office to undertake a comprehensive study concerning the future needs of electric transmission infrastructure in Maine. The study aims to evaluate existing processes for siting and permitting new and upgraded electric transmission infrastructure, explore best practices from other regions, and assess current analyses of future transmission needs to integrate renewable resources and ensure reliability. It also examines the potential use of existing rights-of-way and emerging technologies, such as grid-enhancing technologies and advanced conductors, with a cost-benefit analysis of different transmission line types. The legislation requires coordination with various state agencies and a diverse stakeholder group, including representatives from the Office of Policy Innovation and the Future, the Public Utilities Commission, and other relevant departments and sectors. The office is tasked with holding at least one meeting with this stakeholder group to gather insights and information. A report detailing the study's findings and any recommendations must be submitted to the Joint Standing Committee on Energy, Utilities and Technology by September 1, 2026. The committee is authorized to propose a bill based on the report's findings to the 133rd Legislature in 2027. The legislation is deemed an emergency measure, allowing it to take effect immediately upon approval to address urgent issues related to climate change and infrastructure planning.",ME Sen. Scott Cyrway (R-ME-016),
