Maine 2025 Priority Bills,Stance,Issues,Status Text,Future Hearing Dates,Last Timeline Action,Source Link,AI Summary,Sponsors List,Cosponsors List
L.D. 741 (H.P. 483): An Act to Increase Preparedness for Solar Power Adoption in Maine ,Watching,,Introduced or Prefiled,,Work Session Held Tabled,https://legislature.maine.gov/billtracker/#Paper/741?legislature=132,"The legislative text outlines a mandate for the Technical Building Codes and Standards Board to incorporate specific standards from the 2021 edition of the International Energy Conservation Code, specifically Appendix CB, into the Maine Uniform Building and Energy Code. This inclusion targets the construction of new commercial buildings, aiming to enhance energy efficiency and preparedness for solar power adoption in Maine. The legislation specifies that the definition of ""new commercial buildings"" should exclude those that have secured all necessary permits and approvals before July 1, 2026, as well as buildings receiving funding from the Maine State Housing Authority. This effectively modifies the existing statute, 10 MRSA §9722, sub-§6, ¶B, by expanding the scope of the energy code to include the latest standards for commercial construction, while also providing exceptions to ensure a smooth transition for projects already in progress or funded by the state housing authority.",ME Rep. Charles Skold (D-ME-119),
L.D. 622 (H.P. 390): An Act to Implement a Surcharge on Electric Vehicle Registration ,Watching,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/622?legislature=132,"The legislative text introduces a new surcharge on the registration of electric vehicles in the state of Maine. The primary provision mandates that owners of fully electric vehicles, including those powered by electricity from compressed hydrogen fuel, pay an annual registration surcharge of $250. This surcharge is in addition to any other applicable registration fees. The legislation allows for the surcharge to be paid in two biannual installments, providing some flexibility for vehicle owners. The funds collected from this surcharge are designated to be transmitted to the Treasurer of State and credited to the Highway Fund, which supports the maintenance and development of the state's transportation infrastructure. The Secretary of State is tasked with adopting rules to implement this surcharge. This legislation amends Title 29-A of the Maine Revised Statutes by adding a new subsection specifically addressing the electric vehicle registration surcharge.",ME Rep. Allison Hepler (D-ME-049),
L.D. 716 (H.P. 455): An Act to Restrict the Hunting of Coyotes ,Support,,Introduced or Prefiled,,"Ought Not To Pass Pursuant To Joint Rule 310,",https://legislature.maine.gov/billtracker/#Paper/716?legislature=132,"The legislative text introduces new regulations concerning the hunting of coyotes in Maine, primarily focusing on the establishment of a defined hunting season and the imposition of stricter penalties for violations. The legislation amends existing statutes to set the coyote hunting season from October 1st to March 31st, replacing the previous timeframe of December 16th to August 31st. Additionally, it allows the commissioner to appoint agents to hunt coyotes at night using artificial illumination from September 1st to December 15th, with a requirement to inform the public and law enforcement about these operations. The bill also revises the penalties for illegal coyote hunting, mandating a $500 fine and a one-year hunting license revocation for those convicted of hunting coyotes without a permit or outside the designated season. These changes are reflected in amendments to sections 12 MRSA §10902, §11160, and §12001, which include the insertion of new penalty provisions and the adjustment of the hunting season dates.",ME Rep. Nina Milliken (D-ME-016),
L.D. 725 (H.P. 464): An Act to Advance Equitable Energy Policy in Maine ,Watching,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/725?legislature=132,"The proposed legislation aims to update Maine's energy regulation laws to address equity concerns, ensuring fair and just access to energy resources for all residents. While the bill is currently a concept draft, it outlines the intention to revise existing statutes to promote equitable energy policies. The legislation does not specify funding allocations or financial figures, nor does it provide detailed modifications to current laws at this stage. Additionally, the bill does not mention specific timelines or deadlines for implementation or further legislative action. The focus is on establishing a framework for future detailed proposals that will address disparities in energy access and regulation.",ME Rep. Sophia Warren (D-ME-124),
L.D. 556 (S.P. 218): An Act to Preserve Heating and Energy Choice by Prohibiting a Municipality from Prohibiting a Particular Energy System or Energy Distributor ,Oppose,,Introduced or Prefiled,4/9/2025,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/556?legislature=132,"The legislative text introduces a new provision to the Maine Revised Statutes, specifically 30-A MRSA §3015, which aims to preserve the freedom of choice in heating and energy systems for individuals and entities. The primary objective of this legislation is to prevent municipalities from enacting ordinances or regulations that would prohibit the use of any safe and commercially available heating or energy system chosen by an individual or entity to meet their heating or energy needs, including those related to motor vehicles. Additionally, it restricts municipalities from barring individuals or entities from hiring services of energy distributors for the installation, connection, servicing, or resupply of such systems. The term ""energy distributor"" is defined to include those authorized to supply oil, propane, natural gas, wood, or renewable resources, as per the existing definition in Title 35-A, Section 3210, Subsection 2, Paragraph C. While the legislation restricts prohibitive actions by municipalities, it does not prevent them from promoting or financially supporting specific types of heating or energy systems. Furthermore, it maintains that all individuals and energy distributors must comply with existing licensing and regulatory requirements when performing related activities. The legislation does not specify any funding allocations or financial figures, nor does it introduce any significant timelines or deadlines.",ME Sen. Matt Harrington (R-ME-033),
L.D. 553 (S.P. 208): An Act to Assert State Sovereignty over Ocean Waters and Marine Resources up to 12 Nautical Miles off the State's Coast ,Watching,,Introduced or Prefiled,,Voted Divided Report,https://legislature.maine.gov/billtracker/#Paper/553?legislature=132,"The legislation aims to assert Maine's sovereignty over ocean waters and marine resources up to 12 nautical miles off its coast. It modifies existing state law to extend Maine's jurisdiction over these waters, emphasizing the state's control over the territorial sea and the harvesting of marine resources within this area. The law specifies that the state owns and may exercise jurisdiction over all waters within the rise and fall of the tide seaward to 12 nautical miles, and it controls the harvesting of living resources up to this limit, subject to the boundary with Canada. The legislation mandates the Office of the Attorney General to take necessary actions to assert this sovereignty, including negotiations with the United States Department of Commerce and potential litigation. A report on the progress of these actions is required to be submitted to the Joint Standing Committee on Marine Resources by May 1, 2025. The bill is enacted as an emergency measure, taking effect immediately upon approval, due to the urgent need to address recent federal decisions impacting the state's commercial fishing industry, particularly concerning herring catch limits.","ME Sen. Joseph ""Joe"" Martin (R-ME-019)",
L.D. 543 (H.P. 362): An Act to Enhance Maine's Wildlife Conservation Efforts and Preserve Maine's Sporting Heritage by Requiring Hunter Safety Education in Schools ,Watching,,Introduced or Prefiled,,"Ought Not To Pass Pursuant To Joint Rule 310,",https://legislature.maine.gov/billtracker/#Paper/543?legislature=132,"The legislative text introduces a mandate for all public and private schools in Maine to incorporate a firearm hunter safety course into their curriculum, with the requirement that students complete this course by grade 9. The course aims to enhance wildlife conservation efforts and preserve the state's sporting heritage by educating students on various topics, including survival and first aid practices, landowner relations, hunter ethics, state hunting laws, safe firearms handling, map and compass usage, outdoor survival, and wildlife conservation and biology. Successful completion of the course is a prerequisite for graduation from secondary schools and entitles students to receive a hunter safety certificate from the Department of Inland Fisheries and Wildlife. This certificate fulfills the safety course requirement outlined in Title 12, Section 11105, necessary for obtaining an adult hunting license in Maine. The legislation does not specify any funding allocations or changes to existing financial statutes, nor does it provide specific timelines or deadlines beyond the educational requirement by grade 9.",ME Rep. Donald Ardell (R-ME-006),
L.D. 529 (H.P. 348): An Act Regarding Dams ,Watching,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/529?legislature=132,"The proposed legislation aims to amend the existing laws governing dams within the state of Maine. The primary objective of this legislative effort is to update and potentially enhance the regulatory framework surrounding the management, maintenance, and oversight of dams. Although the bill is currently a concept draft, it suggests a comprehensive review and modification of the current statutes to address any emerging issues or inefficiencies in the existing system. The bill does not specify any funding allocations or financial figures, nor does it outline specific changes to current laws or regulations at this stage. Additionally, there are no explicit timelines or deadlines mentioned within the text, indicating that the legislative process is in its preliminary stages, focusing on conceptual development and stakeholder engagement.",ME Rep. Nina Milliken (D-ME-016),
L.D. 490 (H.P. 319): An Act to Provide for a 5-year Automatic Repeal of Agency Rules ,Oppose,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/490?legislature=132,"The legislative text introduces a provision that mandates the automatic repeal of any agency rule or amendment adopted after January 1, 2026, under the Maine Administrative Procedure Act, five years from its final adoption date. This measure aims to ensure that agency rules remain current and relevant by necessitating periodic review and renewal. Agencies have the opportunity to request a renewal of a rule for an additional period of up to five years by submitting a request to the Legislature, which must include a cost-benefit analysis and be published on the agency's website. This request must be made between two years and one year before the rule's automatic repeal date. The Legislature's joint standing committee with jurisdiction over the rule's subject matter will review the request and may propose legislation to extend the rule's validity. Additionally, the Secretary of State is required to notify the relevant agency of the impending repeal date at least 18 months in advance. The legislation also allows for the possibility of enacting laws that could repeal a rule in less than five years or before the automatic repeal date.",ME Rep. Katrina Smith (R-ME-062),
L.D. 502 (H.P. 331): An Act to Promote Clean and Affordable Maine-sourced Bioenergy by Amending the Law Regarding Outdoor Wood Boilers and Outdoor Pellet Boilers ,Watching,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/502?legislature=132,"The legislative text amends existing regulations concerning outdoor wood boilers, including outdoor pellet boilers, in Maine. The primary provision of the legislation is the adjustment of the particulate matter emission limit for outdoor wood boilers from 0.06 to 0.32 pounds per million British Thermal Units of heat output. Boilers meeting this revised standard are exempt from property setback requirements, provided they comply with stack height regulations as determined by the Department of Environmental Protection. Additionally, the legislation mandates the department to establish rules defining ""nuisance condition"" specifically for outdoor wood boilers, while explicitly prohibiting rules that would ban the emission of smoke plumes from these boilers, regardless of whether the smoke remains on the owner's property or crosses onto neighboring properties. The bill also repeals the initial paragraph of 38 MRSA §610-B, as enacted by PL 2007, c. 442, §2, thereby removing previous stipulations related to these boilers. The legislation does not specify any funding allocations or financial figures, nor does it outline specific timelines or deadlines for implementation.",ME Rep. Donald Ardell (R-ME-006),
L.D. 497 (H.P. 326): An Act Regarding the Department of Environmental Protection ,Watching,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/497?legislature=132,"The proposed legislation aims to revise the existing laws governing the Department of Environmental Protection in Maine. While the bill is currently a concept draft, it suggests a comprehensive update to the regulatory framework that oversees environmental protection within the state. The primary objective is to enhance the effectiveness and efficiency of the department's operations, although specific provisions and detailed amendments to current statutes are not explicitly outlined in the draft. As this is a concept draft, it serves as a preliminary step towards more detailed legislative development, indicating an intention to address and potentially reform environmental policies and regulations. The bill does not specify any funding allocations or financial figures, nor does it provide explicit timelines or deadlines for the proposed updates to be implemented.","ME Rep. Victoria ""Vicki"" Doudera (D-ME-041)",ME Sen. Denise Tepler (D-ME-024)
L.D. 499 (H.P. 328): An Act to Prohibit Geoengineering ,Watching,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/499?legislature=132,"The legislative text introduces a prohibition on geoengineering activities within the state of Maine, defining geoengineering as deliberate, large-scale interventions in Earth's natural systems aimed at counteracting climate change. This includes techniques such as carbon dioxide management, solar radiation management, stratospheric aerosol injection, and weather modification. The legislation specifies that no person may engage in, authorize, or fund any geoengineering activities, with the exception of certain scientific research activities. These exempted activities must be authorized by the Department of Environmental Protection, conducted in controlled environments, and must not involve weather modification techniques or the intentional release of substances into the atmosphere. Researchers conducting these activities are required to submit annual reports detailing their work, findings, and any environmental impacts. The Department of Environmental Protection is responsible for enforcing this prohibition, and violations are classified as a Class E crime, carrying a fine of $10,000 for each day the violation persists.",ME Rep. Tammy Schmersal-Burgess (R-ME-077),
L.D. 212 (H.P. 135): An Act to Require the Valuation of Energy Produced by Hydropower Dams and Exploration of Alternative Ownership Options Before They Are Removed ,Watching,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/212?legislature=132,"The legislative text introduces a requirement for applicants seeking permits to remove dams that are part of hydropower projects in Maine. The primary objective of this legislation is to ensure that the potential energy value of such dams is thoroughly evaluated before any removal is approved. Specifically, applicants must provide an assessment of the monetary value of the electrical or mechanical power that the dam can generate. Additionally, they must demonstrate that they have made all reasonable efforts to sell the dam to an alternative owner but were unable to finalize a sale. This requirement is an amendment to the existing statute, 38 MRSA §634, and mandates that the Department of Environmental Protection or the Maine Land Use Planning Commission oversee the implementation of these provisions. The department or commission is also empowered to adopt routine technical rules to facilitate the enforcement of this new requirement.","ME Rep. Richard ""Dick"" Campbell (R-ME-019)",
L.D. 287 (H.P. 187): An Act to Require and Encourage Safe and Interconnected Transportation Construction Projects ,Watching,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/287?legislature=132,"The legislative text outlines new requirements for transportation construction projects in Maine, focusing on enhancing safety and interconnectivity. For projects with a design initiated on or after January 1, 2026, and costing $500,000 or more, the legislation mandates the identification of areas on state highways lacking adequate pedestrian and bicycle facilities, as well as those with designs that may pose safety risks. It requires consultation with municipalities to ensure alignment with existing and planned transportation infrastructure and to consider speed management techniques to reduce crash risks. Additionally, the legislation calls for adjustments to speed limits within construction zones to minimize the likelihood of serious accidents, particularly in high-risk areas. The construction of facilities must incorporate context-sensitive solutions to improve connectivity and safety for non-motorized users and those accessing public transportation. Emergency repair projects are exempt from these requirements, and ongoing maintenance must adhere to existing regulations. Furthermore, the Department of Transportation is directed to prioritize funding for projects that provide comprehensive access for all transportation users, promote mixed land use, encourage infill development, support affordable housing, foster walkable neighborhoods, preserve natural spaces, and engage community participation in project planning.",ME Rep. Adam Lee (D-ME-089),
L.D. 379 (S.P. 138): An Act Regarding Confidential Information Gathered for Forest Fire Emergency Response and Planning ,Watching,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/379?legislature=132,"The legislative text introduces modifications to the existing laws governing forest fire control in Maine, specifically focusing on the confidentiality of certain emergency plans of action. The primary objective of this legislation is to ensure that specific types of information within these plans are kept confidential and are exempt from public records requests under the Freedom of Access Act. The types of information deemed confidential include personal contact information, details related to accessing gates, locks, or roads, proprietary information of landowners, and emergency response information acquired by the Director of the Bureau of Forestry through forest fire preparedness and planning activities. Additionally, the legislation allows the Director to disclose this confidential information to other state agencies when necessary for emergency incident response and planning. This legislative change is enacted by adding new subsections to the Maine Revised Statutes Annotated (MRSA) under section 12 MRSA §8904.",ME Sen. Russell Black (R-ME-005),
L.D. 395 (S.P. 181): An Act to Restore Access to Federal Laws Beneficial to the Wabanaki Nations ,Watching,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/395?legislature=132,"The legislation aims to restore and ensure the application of federal laws beneficial to the Wabanaki Nations within the state of Maine, specifically addressing the Passamaquoddy Tribe, Penobscot Nation, Houlton Band of Maliseet Indians, and the Mi'kmaq Nation. It modifies the application of state laws to accommodate federal statutes, ensuring that federal laws generally applicable to or enacted for the benefit of Indian tribes are also applicable within Maine. This includes laws related to special statuses or rights of Indian nations or lands held in trust for them. The legislation clarifies that state laws conflicting with federal statutes that accord special rights to these tribes do not apply, except in specific circumstances outlined in the amendments. It addresses the jurisdictional relationship between the state and the tribes, particularly concerning gaming activities, criminal jurisdiction, and environmental laws, stipulating that these activities must comply with state laws rather than federal regulations unless explicitly stated otherwise. The legislation specifies that the Passamaquoddy Tribe, Penobscot Nation, and Houlton Band of Maliseet Indians may conduct gaming activities only in accordance with state laws and not under the federal Indian Gaming Regulatory Act. It also provides that state laws apply to crimes and juvenile crimes within these tribes, and certain federal laws, such as the Clean Water Act and the Clean Air Act, do not apply unless specifically made applicable within the state. The legislation allows the tribes to enact laws and ordinances related to federal statutes, with a process for notifying the Attorney General if they believe a state law does not apply due to the amendments. A new chapter within the Maine Revised Statutes is created for the Mi'kmaq Nation, mirroring provisions applicable to the other tribes. The enactment of the legislation is contingent upon written certification from the respective tribal councils agreeing to the provisions, with a timeline of 120 days post-adjournment of the legislative session for the act to take effect, provided the certifications are received within 90 days. A contingent repeal clause is included, which would nullify the legislation if a court rules that the federal statutes do not apply to the tribes.",ME Sen. Rachel Talbot Ross (D-ME-028),
L.D. 383 (S.P. 149): An Act to Facilitate the Consolidation of the Department of Environmental Protection and the Maine Land Use Planning Commission into a Single Combined Entity ,Watching,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/383?legislature=132,"The legislative text outlines a plan to consolidate the Department of Environmental Protection and the Maine Land Use Planning Commission into a single entity, the Maine Environmental and Land Use Commission. The primary objective is to streamline operations and enhance the protection of landowner rights while ensuring environmental integrity. The legislation mandates the transition of the Maine Land Use Planning Commission from the Department of Agriculture, Conservation and Forestry to the Department of Environmental Protection, with all existing rules, contracts, and personnel remaining in effect until further changes are made. The new commission is tasked with prioritizing landowner rights, ensuring sustainable land use, and minimizing regulatory burdens. It will also establish a landowner rights advisory board to oversee these objectives. The legislation includes provisions for a transparent application process for permits and licenses, with specific timelines for processing and appeals. Additionally, it requires a cost-benefit analysis for new rules and mandates a review every five years to assess their economic impact. The legislation prohibits the imposition of unfunded state mandates and requires compensation for landowners if their property use is unreasonably burdened. A property rights compensation fund will be established to address such financial losses. The Department of Environmental Protection is tasked with evaluating the consolidation process, including fiscal considerations, and must submit a report with recommendations and draft legislation by January 1, 2026. The consolidation is to be completed by July 1, 2028.","ME Sen. Joseph ""Joe"" Martin (R-ME-019)",
L.D. 391 (S.P. 177): An Act to Advance Recognition of the Inherent Rights of the Wabanaki Nations ,Watching,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/391?legislature=132,"The proposed legislation aims to amend existing laws to enhance the recognition of the inherent rights of the Wabanaki Nations. It seeks to align the rights of the Wabanaki Nations with those available to other federally recognized Indian tribes under federal law. The bill does not specify any funding allocations or financial figures, nor does it introduce any specific timelines or deadlines. As a concept draft, the bill outlines its primary objective of restoring and advancing the rights of the Wabanaki Nations without detailing specific legislative changes or amendments to current statutes.",ME Sen. Anne Carney (D-ME-029),
L.D. 444 (H.P. 298): An Act to Lower Energy Costs by Repealing the Law Setting Out the State's Goals for Consumption of Electricity from Renewable Resources ,Oppose,,Introduced or Prefiled,,"Accepted Majority (Ontp) Report,",https://legislature.maine.gov/billtracker/#Paper/444?legislature=132,"The legislative text outlines a bill aimed at reducing energy costs by repealing the existing law that sets the State of Maine's goals for electricity consumption from renewable resources. The bill specifically repeals section 35-A MRSA §3210, sub-§1-A, which previously established these renewable energy goals. Additionally, the bill amends several other sections of the law to remove references to these goals, including sections related to the evaluation of proposals for energy projects and the development of renewable energy resources in northern Maine. The amendments focus on ensuring that proposals are evaluated based on cost-effectiveness, economic benefits, and the long-term viability of projects, without considering their contribution to the state's renewable energy goals. Furthermore, the bill modifies the Maine Offshore Wind Renewable Energy and Economic Development Program by removing references to the repealed renewable energy goals, while maintaining the program's focus on advancing greenhouse gas emissions reduction obligations and climate policies. The program continues to support the development of offshore wind power projects, aiming to stabilize energy prices, reduce reliance on fossil fuels, and promote economic benefits, while also emphasizing responsible siting and operation to minimize environmental impacts. The bill does not specify any new funding allocations or deadlines related to these changes.",ME Rep. Laurel Libby (R-ME-090),
"L.D. 402 (H.P. 256): An Act to Move the Natural Areas Program from the Department of Agriculture, Conservation and Forestry to the Department of Inland Fisheries and Wildlife and to Amend the Law Governing Administration of the Bureau of Resource Management Within the Department of Inland Fisheries and Wildlife ",Watching,,Introduced or Prefiled,4/10/2025,Work Session Held Tabled,https://legislature.maine.gov/billtracker/#Paper/402?legislature=132,"The legislative text outlines a reorganization of the Natural Areas Program, transferring its administration from the Department of Agriculture, Conservation and Forestry to the Department of Inland Fisheries and Wildlife. This shift aims to streamline the management of natural areas, endangered species, and invasive species within a single department. The legislation introduces several amendments to existing statutes, including the removal of references to the Natural Areas Program from the Division of Geology and Coastal Resources and the establishment of new definitions for terms such as ""invasive species"" and ""natural area."" It also repeals certain sections of the Maine Revised Statutes that previously governed the Natural Areas Program. The bill establishes the Natural Areas Conservation Fund, a nonlapsing account to support the investigation, conservation, and management of native plants and natural areas, with funding sourced from gifts, grants, and other contributions. The fund is intended to facilitate grants for research and inventory efforts related to native plants and natural areas. Additionally, the legislation modifies the Bureau of Resource Management's responsibilities to include the conservation and management of plants and natural areas, alongside its existing duties related to wildlife and fisheries. The bill also updates the criteria and processes for designating endangered and threatened species, emphasizing the conservation of both fish and wildlife. Furthermore, it introduces new provisions for the management of invasive species and the conservation of natural areas, including the establishment of a Natural Heritage Database and an Ecological Reserves Database. The legislation mandates the commissioner to conduct inventories and promote the conservation of natural areas through various means, including public education and voluntary agreements with landowners. It also outlines the responsibilities related to endangered and threatened plant species, including maintaining an official list and conducting public hearings for any changes. The bill updates cross-references in Titles 36 and 38 to align with these changes and ensures that the Department of Inland Fisheries and Wildlife is the primary authority for managing natural areas and related conservation efforts.","ME Rep. James ""Jim"" Dill (D-ME-026)",
L.D. 407 (H.P. 261): An Act to Prohibit the Use of Aqueous Film-forming Foam at the Former Brunswick Naval Air Station ,Support,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/407?legislature=132,"The legislation aims to prohibit the use of aqueous film-forming foam (AFFF) on properties leased or owned by the Midcoast Regional Redevelopment Authority, specifically targeting the former Brunswick Naval Air Station. This prohibition is set to take effect on January 1, 2026. AFFF is defined within the legislation as a fire suppressant foam containing fluorinated surfactants, primarily used for extinguishing flammable liquid fires. The legislation makes an exception for the use of AFFF in activities related to its removal, abatement, or remediation. Enforcement of this prohibition is assigned to the Department of Environmental Protection, which will carry out its duties in accordance with Title 38, Section 347-A of the Maine Revised Statutes. This legislative action introduces a new subsection, 5 MRSA §13083-K, sub-§5, to the existing statutes, thereby modifying current environmental regulations to address concerns related to the use of AFFF.","ME Rep. Daniel ""Dan"" Ankeles (D-ME-100)",
"L.D. 400 (H.P. 254): Resolve, Directing the Department of Public Safety, Office of the State Fire Marshal to Compile a Statewide Inventory of Aqueous Film-forming Foam Concentrate ",Support,"PFAS, Toxics",Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/400?legislature=132,"The legislation mandates the Department of Public Safety, specifically the Office of the State Fire Marshal, to establish two programs aimed at compiling a comprehensive inventory of aqueous film-forming foam concentrate within the state. This initiative targets both public and private entities that possess five gallons or more of the substance. The program for public entities is set to commence on July 1, 2026, and will last for one year, although data collection may continue beyond this period until the inventory is finalized. Concurrently, a two-year program will begin on the same date to gather information from private entities. The compiled inventory will be classified as a public record, ensuring transparency and accessibility as defined by the Maine Revised Statutes. The final inventory is to be submitted to the relevant legislative committees overseeing environmental, natural resources, and public safety matters by July 1, 2028. This legislative action does not introduce any changes to existing laws or statutes but establishes a new requirement for data collection and reporting.","ME Rep. Daniel ""Dan"" Ankeles (D-ME-100)",
L.D. 430 (H.P. 284): An Act to Impose Moratoria on Hydropower Dam Removal and on Water Release from Nonhydropower Dams and to Make Other Changes to the Laws Regulating Such Dams ,Watching,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/430?legislature=132,"The legislative text introduces a series of measures concerning the regulation of hydropower and nonhydropower dams in Maine. The primary provision establishes a moratorium on the removal of hydropower dams, prohibiting the Department of Environmental Protection from approving any permit applications for such actions until January 1, 2027. Similarly, the legislation imposes a moratorium on the release of water from nonhydropower dams, preventing the department from issuing orders or authorizing the removal of these dams, with the same expiration date. Additionally, the bill extends the consultation period for determining new ownership of nonhydropower dams by 30 days, affecting statutory deadlines related to the consultation process and the evaluation of public values by state agencies. The legislation also mandates the Department of Environmental Protection to assess potential negative impacts on municipalities, businesses, and property owners resulting from dam removal or significant changes in water flow. This evaluation, which may involve consultation with various state agencies, is to be completed by January 1, 2026, with a report submitted to the Joint Standing Committee on Environment and Natural Resources. The report will include recommendations and draft legislation, allowing the committee to propose further legislative action based on the findings.","ME Rep. Richard ""Dick"" Campbell (R-ME-019)",
"L.D. 417 (H.P. 271): An Act Regarding the Confidentiality of Certain Records Belonging to the Department of Agriculture, Conservation and Forestry Related to the Bureau of Forestry ",Watching,,Introduced or Prefiled,,"Carried Over, In The Same Posture, To The Next Special Or Regular Session Of The 132Nd Legislature, Pursuant To Joint Order Sp 519.",https://legislature.maine.gov/billtracker/#Paper/417?legislature=132,"The legislative text introduces new provisions concerning the confidentiality of records held by the Department of Agriculture, Conservation and Forestry in Maine, specifically those related to the Bureau of Forestry. The primary objective is to ensure that records obtained during investigations of complaints or suspected violations, as well as those acquired while providing public services, remain confidential. However, these records may become public once an investigation concludes unless other laws classify them as confidential. The legislation outlines specific exceptions where disclosure is permissible, such as to designated department employees, other state or federal agencies, or when necessary to prevent imminent harm. The Commissioner of Agriculture, Conservation and Forestry holds the authority to determine the necessity of such disclosures, although this authority cannot be delegated. Additionally, the bill clarifies that sharing investigative records with the Department of the Attorney General does not waive their confidentiality, and further disclosure is subject to the Attorney General's discretion. Violations of these confidentiality provisions can result in a civil fine of up to $1,000.","ME Rep. Jennifer ""Jen"" Poirier (R-ME-070)",
L.D. 450 (H.P. 304): An Act to Lower Electricity Costs by Repealing the Laws Governing Net Energy Billing ,Watching,,Introduced or Prefiled,4/10/2025,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/450?legislature=132,"The legislative text outlines a series of amendments and repeals aimed at eliminating the framework governing net energy billing in Maine. The primary objective of the legislation is to lower electricity costs by repealing existing laws that allow the Public Utilities Commission to establish and regulate net energy billing programs. This includes the repeal of several sections within Title 35-A, which previously facilitated net energy billing for commercial and institutional customers of investor-owned transmission and distribution utilities. The legislation also introduces a prohibition against the commission requiring utilities to permit customer participation in net energy billing. Additionally, the bill modifies existing statutes by removing references to net energy billing, including the repeal of property tax exemptions for solar energy equipment associated with net energy billing customers. The amendments specify that solar energy equipment must use all generated energy on-site to qualify for tax exemptions, eliminating previous provisions that allowed for off-site energy use or utility bill credits. The legislation sets a significant date of April 1, 2025, for the commencement of property tax years affected by these changes. Furthermore, the bill redefines ""distributed generation resource"" to include specific criteria for electric generating facilities, such as location, capacity, and interconnection requirements, while repealing certain provisions related to funding formulas and assistance programs.",ME Rep. Laurel Libby (R-ME-090),
L.D. 451 (H.P. 305): An Act to Require Testing of Solar and Wind Energy Developments for Perfluoroalkyl and Polyfluoroalkyl Substances Contamination ,Watching,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/451?legislature=132,"The legislation mandates that operators of solar and wind energy developments in Maine conduct testing for perfluoroalkyl and polyfluoroalkyl substances (PFAS) contamination at their sites. This testing is to be carried out in accordance with rules established by the Department of Environmental Protection. The testing must occur before the development begins, one year after it starts operating, and every five years thereafter. If PFAS contamination is detected, a third-party analysis is required to determine if the development is the source. The results, along with any third-party analysis, must be documented and submitted to the Department. The Department will evaluate the findings and issue a written determination on whether the contamination was caused by the development's construction, operation, or components. If the Department concludes that the development is responsible for the contamination, the development will lose its eligibility as a renewable resource or renewable capacity resource for energy procurement and contracting purposes, as well as its eligibility for participation in state net energy billing programs. The costs of remediation for any PFAS contamination are the responsibility of the development's owner or operator. The Department is tasked with administering and enforcing these testing requirements, utilizing the powers granted under Title 38, Chapter 2 of the Maine Revised Statutes.",ME Rep. Reagan Paul (R-ME-037),
L.D. 441 (H.P. 295): An Act to Amend the Laws Regarding Fish and Wildlife ,Watching,,Introduced or Prefiled,,Carry Over Approved,https://legislature.maine.gov/billtracker/#Paper/441?legislature=132,"The proposed legislation aims to amend existing laws concerning fish and wildlife management in the state of Maine. While the bill is currently a concept draft, it suggests potential changes to enhance the regulation and conservation of fish and wildlife resources. The primary objective is to update and improve the legal framework governing these natural resources, although specific amendments to current statutes are not detailed in the draft. The bill does not specify any funding allocations or financial figures related to its implementation, nor does it outline any particular timelines or deadlines for the proposed changes. As a concept draft, the bill serves as a preliminary step in the legislative process, indicating an intention to refine and develop the state's approach to fish and wildlife management.",ME Rep. Tiffany Roberts (D-ME-149),
