Maine 2025 Priority Bills,Stance,Issues,Status Text,Future Hearing Dates,Last Timeline Action,Source Link,AI Summary,Sponsors List,Cosponsors List
L.D. 454 (S.P. 187): An Act to Allow Candidates for Secretary of State or Attorney General to Participate in the Maine Clean Election Act,Support,,Introduced or Prefiled,,Final Disposition: Ought Not To Pass Pursuant To Joint Rule 310,https://legislature.maine.gov/billtracker/#Paper/SP0187?legislature=132,"This legislative act proposes to expand the Maine Clean Election Act to include candidates for the offices of Secretary of State and Attorney General, allowing them to participate in the state's public campaign financing system beginning with the 2028 election cycle. The bill amends several sections of Title 21-A, Chapter 14 of the Maine Revised Statutes to redefine 'certified candidate,' 'nonparticipating candidate,' and 'participating candidate' to encompass these two offices, in addition to the existing inclusion of Governor, State Senator, and State Representative. The act also updates the qualifying period, campaign finance rules, and fund distribution procedures to apply to Secretary of State and Attorney General candidates, and directs the Maine Ethics Commission to establish specific terms of participation for these offices, including contribution limits, qualifying requirements, and distribution amounts. The commission is instructed to consider the relative difficulty of certification and the distribution amounts for other offices when setting these terms, and may differentiate between the two new offices as needed. The act's implementation is contingent upon the passage of a constitutional amendment that would provide for the popular election of the Secretary of State and Attorney General and apply ranked-choice voting to these elections. This aligns with the organization's mission to promote fair, transparent, and accessible elections by broadening the scope of public campaign financing and ensuring that more statewide offices are subject to the same standards of campaign finance transparency and equity.",ME Sen. Joe Baldacci (D-ME-009),
L.D. 476 (S.P. 216): An Act to Ban the Sale of Polystyrene Packing Peanuts in the State,Support,,Introduced or Prefiled,,Final Disposition: Ought Not To Pass Pursuant To Joint Rule 310,https://legislature.maine.gov/billtracker/#Paper/SP0216?legislature=132,"The proposed legislation, titled 'An Act to Ban the Sale of Polystyrene Packing Peanuts in the State,' seeks to amend Maine Revised Statutes Annotated (MRSA) Title 38 by enacting a new subsection (§1603, sub-§2-A) that prohibits the sale or offer for sale of any product composed wholly or partially of loose polystyrene pieces used as packing material, commonly known as packing peanuts. This prohibition is set to take effect after January 1, 2027, providing a clear timeline for businesses and consumers to transition away from these materials. The bill does not specify any funding allocations or financial provisions, nor does it outline penalties or enforcement mechanisms within the provided text. The primary modification to existing law is the explicit addition of the ban on loose polystyrene packing materials, which aligns with broader environmental protection efforts by aiming to reduce non-biodegradable waste and promote sustainable packaging alternatives. This legislative action is particularly relevant to organizations focused on environmental conservation, waste reduction, and public health, as it addresses the issue of plastic pollution and its impact on ecosystems. The bill's alignment with such organizational missions is strong, as it directly targets a commonly used single-use plastic product that contributes to environmental degradation.",ME Sen. Denise Tepler (D-ME-024),"ME Rep. Daniel ""Dan"" Ankeles (D-ME-100), ME Rep. Victoria ""Vicki"" Doudera (D-ME-041), ME Rep. Lori Gramlich (D-ME-131)"
L.D. 560 (S.P. 239): An Act to Authorize a General Fund Bond Issue to Improve Coastal Climate Resiliency,Support,,Introduced or Prefiled,,"Carried Over, In The Same Posture, To Any Special Or Regular Session Of The 132Nd Legislature, Pursuant To Joint Order Sp 800.",https://legislature.maine.gov/billtracker/#Paper/SP0239?legislature=132,"Legislative Document No. 560, introduced in the 132nd Maine Legislature, proposes the authorization of a $75,000,000 General Fund bond issue to support coastal climate resiliency initiatives. The bond proceeds would be administered by the Office of Policy Innovation and the Future, which would distribute the funds as grants to county, municipal, and tribal governments, as well as regional councils. These grants are intended to help local entities improve their ability to withstand and adapt to climate-related impacts along Maine’s coast, including upgrading engineered beaches. The bond would be backed by the full faith and credit of the State and would have a maximum term of 10 years. Any unspent funds after project completion or after 10 years would revert to the state for bond retirement. The legislation stipulates that bonds not issued within five years of voter ratification would be deauthorized, unless the Legislature extends the issuance period by up to five additional years. The act requires ratification by Maine voters in a statewide referendum, with the question to be placed on the ballot in the November election following the bill’s passage. If approved by a majority of voters, the act would become effective 30 days after the Governor’s proclamation of the results. This measure aligns with efforts to enhance local climate adaptation and resilience, particularly in vulnerable coastal areas, by providing significant financial resources for infrastructure and environmental upgrades.",ME Sen. Donna Bailey (D-ME-031),"ME Rep. Marshall Archer (D-ME-129), ME Rep. Lynn Copeland (D-ME-130), ME Sen. Mattie Daughtry (D-ME-023), ME Rep. Robert ""Bob"" Foley (R-ME-145), ME Rep. Lori Gramlich (D-ME-131), ME Sen. Nicole Grohoski (D-ME-007), ME Sen. Joe Rafferty (D-ME-034), ME Sen. Cameron Reny (D-ME-013), ME Sen. Denise Tepler (D-ME-024)"
L.D. 687 (S.P. 304): An Act to Assert State Ownership over Ocean Waters up to 12 Nautical Miles and Submerged Lands and Marine Resources up to 24 Nautical Miles off the State's Coast and to Direct the Attorney General to Study That Ownership,Support,,Introduced or Prefiled,,Final Disposition: Automatic Withdrawal Pursuant To Joint Rule 305.6,https://legislature.maine.gov/billtracker/#Paper/SP0304?legislature=132,"The legislative document from the 132nd Maine Legislature proposes an act to assert state ownership over ocean waters up to 12 nautical miles and submerged lands and marine resources up to 24 nautical miles off the state's coast. The bill mandates the Office of the Attorney General to study the legal issues concerning state ownership and sovereignty over marine resources beyond the 12-nautical-mile territorial sea limit. This concept draft aims to establish Maine's jurisdiction over its coastal waters and resources, potentially impacting marine resource management and state sovereignty issues.","ME Sen. Joseph ""Joe"" Martin (R-ME-019)","ME Sen. Pinny Beebe-Center (D-ME-012), ME Sen. Scott Cyrway (R-ME-016), ME Rep. Billy Bob Faulkingham (R-ME-012), ME Sen. Marianne Moore (R-ME-006), ME Rep. Michael ""Mike"" Soboleski (R-ME-073)"
L.D. 694 (S.P. 311): An Act to Require Petitions for Interstate Transmission Lines to Include Provisions for Conservation Funding,Support,,Introduced or Prefiled,,"Carried Over, In The Same Posture, To Any Special Or Regular Session Of The 132Nd Legislature, Pursuant To Joint Order Sp 800.",https://legislature.maine.gov/billtracker/#Paper/SP0311?legislature=132,"This legislative act amends Maine's statutes to require that any petition submitted to the Public Utilities Commission for the approval of a high-impact electric transmission line must now include a provision for annual financial contributions to conservation efforts. Specifically, the bill mandates that such petitions must provide for an annual payment to the Land for Maine's Future Trust Fund at a rate of $10,000 per megawatt of the transmission line's nameplate capacity. Furthermore, at least 20% of these funds must be allocated to the Conservation Land Management Fund. This requirement is codified as a new subsection (6-F) in 35-A MRSA §3132. The legislation does not specify a start date for these payments but makes the inclusion of this funding provision a prerequisite for the sufficiency of any petition to develop a high-impact electric transmission line. The key points of the bill are the establishment of a direct financial link between large-scale energy infrastructure projects and state conservation funding, ensuring that new transmission lines contribute to land preservation and management. This aligns with the mission of organizations focused on environmental conservation, sustainable land use, and responsible energy development by providing a dedicated funding stream for conservation initiatives tied to energy infrastructure expansion.",ME Sen. Teresa Pierce (D-ME-025),"ME Sen. Stacy Brenner (D-ME-030), ME Speaker Ryan Fecteau (D-ME-132), ME Rep. Amy Kuhn (D-ME-111), ME Rep. Melanie Sachs (D-ME-102)"
"L.D. 635 (H.P. 403): Resolve, to Direct the Attorney General to Drop the Lawsuit Filed Against Big Oil Companies Concerning Climate Change",Oppose,,Introduced or Prefiled,,Final Disposition: Accepted Majority (Ontp) Report,https://legislature.maine.gov/billtracker/#Paper/HP0403?legislature=132,"The legislative text is a committee amendment to L.D. 635, a resolve that directs the Maine Attorney General to drop a lawsuit filed against major oil companies regarding climate change. The amendment specifically adds a fiscal note to the original resolve, which is a standard legislative procedure to assess the financial implications of the proposed action. No additional funding allocations, changes to existing statutes, or new deadlines are introduced in this amendment. The primary modification is the inclusion of the fiscal note, which ensures that legislators are informed about the potential budgetary impact of directing the Attorney General to cease legal action. This amendment aligns with the organization's interest in legislative transparency and fiscal responsibility, as it provides necessary financial context for the proposed policy change.","ME Rep. William ""Will"" Tuell (R-ME-010)","ME Rep. Steven Foster (R-ME-032), ME Sen. David Haggan (R-ME-010), ME Rep. Kathy Javner (R-ME-029), ME Rep. Arthur ""Artie"" Mingo (R-ME-009), ME Rep. Joshua ""Josh"" Morris (R-ME-091), ME Rep. Jennifer ""Jen"" Poirier (R-ME-070), ME Rep. Katrina Smith (R-ME-062), ME Rep. Tiffany Strout (R-ME-011), ME Rep. Peter Wood (R-ME-081)"
"L.D. 757 (S.P. 290): Resolve, to Study and Oversee Water in the State of Maine",Support,,Introduced or Prefiled,,Final Disposition: Ought Not To Pass Pursuant To Joint Rule 310,https://legislature.maine.gov/billtracker/#Paper/SP0290?legislature=132,"Legislative Document No. 757 from the 132nd Maine Legislature establishes the Commission to Study the Role of Water as a Resource in the State of Maine, a 17-member body tasked with evaluating and making recommendations to ensure the availability of clean, safe, and accessible drinking water for Maine residents and to address the needs of commercial and business interests. The commission's membership is designed to represent a broad range of stakeholders, including legislators from both major parties, members of the public from different regions, representatives of tribal nations, municipal water utilities, agricultural businesses, environmental organizations, and legal experts in water rights. The commission is required to review previous studies, particularly the report from the 2021 commission, and to consider issues such as public access to water data, drought preparedness, groundwater rights, contamination threats (including PFAS), regulatory changes for large-scale groundwater extraction, and the potential consolidation of state water oversight into a single agency. Additionally, the commission will review proposed rules from the Maine Public Drinking Water Commission regarding the transfer of permits or contracts in the sale of assets related to water exportation, making recommendations as needed. All appointments to the commission must be made within 30 days of the resolve's effective date, and the commission is required to submit its findings and any recommended legislation to the Joint Standing Committee on Taxation by December 3, 2025. The Maine Public Drinking Water Commission is also directed to adopt major substantive rules on permit transfers in water export sales and to submit these rules for review by the new commission before legislative consideration. This resolve aims to strengthen oversight, data transparency, and regulatory frameworks to protect Maine's water resources for both public and commercial use.",ME Sen. Rick Bennett (R-ME-018),"ME Rep. Daniel ""Dan"" Sayre (D-ME-135)"
"L.D. 935 (H.P. 600): Resolve, Directing the Department of Environmental Protection to Report on Air and Soil Chemical and Metal Levels and on Soil Testing on Solar Panel Farm Sites",Support,,Introduced or Prefiled,,Final Disposition: Accepted Majority (Ontp) Report,https://legislature.maine.gov/billtracker/#Paper/HP0600?legislature=132,"This legislative amendment to L.D. 935, as proposed in the Maine House of Representatives, introduces a new appropriations and allocations section to the original resolve. Specifically, it allocates $1,250,000 from the General Fund for the fiscal year 2025-26 to the Department of Environmental Protection's Remediation and Waste Management program. These funds are designated for contracted services related to the Department's mandate to report on air and soil chemical and metal levels, as well as soil testing at solar panel farm sites. The amendment does not provide additional funding for the subsequent fiscal year (2026-27). No other substantive changes to existing statutes are made by this amendment, aside from the insertion of the appropriations language. The amendment also includes a technical provision to ensure proper renumbering of sections if necessary. This funding supports the Department's environmental monitoring and assessment responsibilities, which align with the organization's mission to ensure environmental protection and public health through oversight of potential contaminants at renewable energy sites.",ME Rep. Tracy Quint (R-ME-008),"ME Rep. Barbara Bagshaw (R-ME-106), ME Rep. Elizabeth ""Liz"" Caruso (R-ME-072), ME Rep. Amanda Collamore (R-ME-068), ME Rep. Lucien Daigle (R-ME-001), ME Rep. Rachel Henderson (R-ME-078), ME Rep. Richard ""Rick"" Mason (R-ME-097), ME Rep. Reagan Paul (R-ME-037), ME Rep. Tiffany Strout (R-ME-011)"
"L.D. 1308 (S.P. 538): Resolve, Directing the Department of Inland Fisheries and Wildlife to Establish a Working Group to Explore Opportunities to Maintain Public Access of Land ",Support,,Introduced or Prefiled,,2025-03-26,https://legislature.maine.gov/billtracker/#Paper/1308?legislature=132,"The legislative document from the 132nd Maine Legislature directs the Department of Inland Fisheries and Wildlife to establish a working group aimed at exploring opportunities for public-private partnerships with commercial landowners. The goal is to maintain public access to privately owned land. The department is required to submit a report with recommendations and any proposed legislation to the Joint Standing Committee on Inland Fisheries and Wildlife by December 3, 2025. The committee may then propose related legislation to the Second Regular Session of the 132nd Legislature. This initiative aligns with the department's mission to ensure public access to natural resources and promote outdoor recreational activities.",ME Sen. Joe Baldacci (D-ME-009),
L.D. 1292 (S.P. 522): An Act to Codify the Maine Turnpike Authority's Contributions to the Highway Fund with Regard to the Sensible Transportation Policy Act,Support,,Introduced or Prefiled,,Final Disposition: Accepted Majority (Ontp) Report,https://legislature.maine.gov/billtracker/#Paper/SP0522?legislature=132,"This legislative amendment replaces the original bill with a resolve that establishes a Working Group on the Reorganization of the Maine Turnpike Authority. The working group is tasked with developing a comprehensive plan to integrate the Maine Turnpike Authority into the Department of Transportation. The group will consist of nine members, including legislators, public appointees, transportation experts, and representatives from both the Department of Transportation and the Maine Turnpike Authority. The group is required to examine several key issues, such as the loss of federal funding due to the Turnpike's current status, potential cost savings from eliminating redundant functions, alternative management models from other states, and options for reallocating toll revenues. The plan must address the retention of certain legal and financial structures until bond obligations are met, propose a one-year timeline for operational integration, assess costs and benefits, and include draft statutory language for implementation. The working group must submit its report, including the integration plan and proposed legislation, to the Governor and relevant legislative committees by January 31, 2026. The bill allocates a one-time appropriation of $750,000 from the Highway Fund for an investment grade review and consulting fees to support the group's work. This initiative aligns with efforts to improve efficiency, reduce redundancy, and optimize the use of transportation resources in Maine.",ME Sen. Stacy Brenner (D-ME-030),"ME Sen. Rick Bennett (R-ME-018), ME Sen. Russell Black (R-ME-005), ME Rep. Nathan Carlow (R-ME-137), ME Rep. James ""Jim"" Dill (D-ME-026), ME Rep. John ""Jack"" Ducharme (R-ME-071), ME Rep. Holly Eaton (D-ME-015), ME Rep. Allison Hepler (D-ME-049), ME Rep. Karen Montell (D-ME-054)"
L.D. 1262 (H.P. 837): An Act to Improve Government Transparency and Accountability by Establishing a Process to Allow a Person to Require the State to Enforce Certain Laws and Rules,Support,,Introduced or Prefiled,,Final Disposition: Ought Not To Pass Pursuant To Joint Rule 310,https://legislature.maine.gov/billtracker/#Paper/HP0837?legislature=132,"Legislative Document No. 1262, titled 'An Act to Improve Government Transparency and Accountability by Establishing a Process to Allow a Person to Require the State to Enforce Certain Laws and Rules,' proposes several amendments to the Maine Administrative Procedure Act. The bill introduces a formal process allowing individuals to petition state agencies or the Attorney General to enforce existing laws or rules, specifically those related to the environment, natural resources, public health or safety, and government transparency. Agencies or the Attorney General must respond to such petitions within 60 days, either by initiating enforcement proceedings or providing a written denial with reasons; failure to do so enables the petitioner to seek judicial review. The legislation also amends existing statutes to clarify that adjudicatory proceedings initiated under this new process are subject to the same procedural rules as other agency proceedings, with certain exceptions for specific boards and correctional facilities.

A significant feature of the bill is the establishment of the Fund for Administrative Oversight within the Office of the Attorney General. This non-lapsing, dedicated fund is administered by an appointee of the Governor and is designed to support individuals who petition for rulemaking, enforcement, or participation in agency proceedings, particularly those not representing commercial or regulated entities and whose interests focus on environmental protection, public health, safety, or government transparency. The fund can receive revenue from various sources, including legislative appropriations, grants, and contributions. Distribution of funds prioritizes individuals or groups whose interests are not otherwise adequately represented and who are primarily concerned with the public interest areas outlined above. The administrator is also tasked with public education about the fund’s availability.

To finance the fund, the bill directs the Office of the Attorney General to collaborate with relevant state agencies to develop a mechanism for imposing additional fees on licenses, permits, or approvals related to regulated activities in the bill’s focus areas. These fees must be reasonable, not unduly burdensome, and reflect the cost of agency oversight and potential corrective actions. By January 1, 2026, the Attorney General’s office must report recommendations and proposed legislation for these fees to the Joint Standing Committee on State and Local Government, with the intent that fee collection begins July 1, 2026. The collected fees are to be split evenly, with half retained by the agency for oversight and enforcement and half transferred to the Fund for Administrative Oversight.

The bill’s key points align with the mission of organizations focused on government transparency, environmental protection, and public health advocacy. It enhances public participation in government oversight, provides financial support for non-commercial actors to engage in regulatory processes, and seeks to ensure that state agencies are held accountable for enforcing laws and rules in critical public interest areas. The establishment of a dedicated fund and a clear petition process, along with judicial review rights, are designed to empower individuals and organizations to promote transparency and accountability in state governance.

In summary, this legislation creates new avenues for public enforcement of state laws and rules, establishes a funding mechanism to support such civic engagement, and sets forth a timeline for implementing related fee structures, all with the goal of improving transparency, accountability, and public participation in Maine’s regulatory processes.",ME Rep. Gary Friedmann (D-ME-014),"ME Rep. Rafael Macias (D-ME-051), ME Rep. Laurie Osher (D-ME-025), ME Rep. Dylan Pugh (D-ME-114), ME Rep. Daniel ""Dan"" Sayre (D-ME-135)"
L.D. 1242 (H.P. 817): An Act to Incentivize the Construction of Solar Carport Canopies and Solar Chargers at Highway Picnic Areas,Support,,Introduced or Prefiled,,Final Disposition: Accepted Majority (Ontp) Report,https://legislature.maine.gov/billtracker/#Paper/HP0817?legislature=132,"This legislative amendment to L.D. 1242, titled 'An Act to Incentivize the Construction of Solar Carport Canopies and Solar Chargers at Highway Picnic Areas,' introduces several key changes to the original bill. The amendment expands the scope of the bill by including energy storage units, in addition to electric vehicle (EV) charging stations, as eligible infrastructure at highway picnic areas. It modifies the requirements for tax incentives by reducing the minimum number of EV charging stations needed under a solar carport canopy from two to one, thereby making it easier for individuals or entities to qualify for the amortization of sales and use taxes on materials and equipment used in such projects. Furthermore, the amendment allocates $50,000 per year for fiscal years 2025-26 and 2026-27 from the Highway Fund to the Department of Transportation. These funds are designated for hiring a consultant to oversee the installation and operation of solar-powered EV charging stations at picnic areas. The amendment also includes technical adjustments to ensure proper numbering and organization of the bill’s sections. Overall, these changes aim to enhance the adoption of renewable energy infrastructure at public highway facilities, streamline access to tax incentives, and provide necessary funding for implementation.",ME Rep. Cheryl Golek (D-ME-099),"ME Rep. Daniel ""Dan"" Ankeles (D-ME-100), ME Rep. Janice ""Jan"" Dodge (D-ME-039), ME Rep. Holly Eaton (D-ME-015), ME Rep. Karen Montell (D-ME-054), ME Sen. Teresa Pierce (D-ME-025), ME Rep. Walter ""Gerry"" Runte (D-ME-146), ME Rep. Sophia Warren (D-ME-124), ME Rep. Kilton Webb (D-ME-098)"
"L.D. 1251 (H.P. 826): Resolve, to Reduce the Cost of Energy in Maine and Further Reduce Greenhouse Gas Emissions Through Energy Contracts",Support,,Introduced or Prefiled,,Final Disposition: Accepted Majority (Ontp) Report,https://legislature.maine.gov/billtracker/#Paper/HP0826?legislature=132,"Legislative Document No. 1251, introduced in the 132nd Maine Legislature, directs the Public Utilities Commission (PUC) to take proactive steps to reduce energy costs and further decrease greenhouse gas emissions in Maine. The PUC, in consultation with the Office of the Public Advocate, the Governor's Energy Office, and the Efficiency Maine Trust, is required to issue a request for information to relevant stakeholders. This request seeks input on opportunities for the PUC to engage in energy cost reduction contracts or physical energy storage contracts, in line with beneficial electrification principles and existing state statutes (specifically, Maine Revised Statutes, Title 35-A, chapter 19). Additionally, the PUC must gather information on current and near-term alternatives to natural gas for commercial and industrial use, including their availability, cost, and the necessary steps to ensure a reliable and cost-effective supply of these alternatives.

The legislation also mandates that the PUC contact all gas utilities and natural gas pipeline utilities within Maine, as well as those in neighboring states and provinces, to negotiate favorable terms for energy cost reduction contracts, physical energy storage contracts, or other suitable arrangements. The goal of these negotiations is to lower energy costs for Maine consumers and further reduce greenhouse gas emissions.

A key timeline established by the resolve is the requirement for the PUC to submit a comprehensive report to the Joint Standing Committee on Energy, Utilities and Technology by December 3, 2025. This report must summarize the responses received from the information request, detail any actions taken as a result, and provide an overview of the commission's negotiations with utilities. The committee is authorized to introduce related legislation in the subsequent session based on the report's findings.

The resolve does not specify new funding allocations or make direct amendments to existing statutes, but it does reinforce the state's commitment to beneficial electrification and the transition away from natural gas in commercial and industrial sectors. The legislation aligns with Maine's broader goals of reducing energy costs and greenhouse gas emissions, supporting the organization's mission to promote clean, affordable, and reliable energy solutions.

In summary, this legislative resolve tasks the Public Utilities Commission with exploring and negotiating new energy contracts and alternatives to natural gas, with the dual aims of reducing energy costs and greenhouse gas emissions, and requires a detailed report on progress and findings by December 3, 2025.",ME Rep. Nathan Wadsworth (R-ME-082),"ME Rep. Steven Foster (R-ME-032), ME Rep. Kenneth ""Ken"" Fredette (R-ME-033), ME Rep. Mathew McIntyre (R-ME-018), ME Rep. Joshua ""Josh"" Morris (R-ME-091)"
L.D. 1250 (H.P. 825): An Act to Provide That Portfolio Requirements for Renewable Electricity Resources Apply Only to Actual Retail Sales,Oppose,,Introduced or Prefiled,,Final Disposition: Ought Not To Pass Pursuant To Joint Rule 310,https://legislature.maine.gov/billtracker/#Paper/HP0825?legislature=132,"This legislative act amends several subsections of Maine Revised Statutes Title 35-A, Section 3210, which governs the portfolio requirements for renewable electricity resources that competitive electricity providers must meet as a condition of licensing. The primary change introduced by this bill is to clarify that all portfolio requirements for Class I, Class IA, and Class II renewable resources, as well as related exemptions and multipliers, apply exclusively to actual retail electricity sales, rather than to other forms of electricity transactions or supply arrangements. The bill specifically inserts language into the relevant statutory subsections to state that portfolio requirements are limited to actual retail sales, ensuring that only electricity sold directly to end-use customers is subject to these renewable resource mandates. The legislation also maintains existing provisions such as the 300% multiplier for certain municipal solid waste generators (set to be repealed January 1, 2027) and the exemption for contracts in effect as of September 19, 2019, but clarifies that these too are tied to actual retail sales. No new funding allocations or deadlines are introduced by this bill. The key point of the legislation is to narrow the scope of renewable portfolio standards, aligning compliance strictly with retail sales, which may impact how electricity providers structure their supply portfolios and report compliance. This change aligns with the interests of organizations focused on energy policy, regulatory clarity, and the practical implementation of renewable energy standards, as it provides a more precise definition of the transactions subject to renewable requirements.",ME Rep. Nathan Wadsworth (R-ME-082),"ME Rep. Steven Foster (R-ME-032), ME Sen. Nicole Grohoski (D-ME-007), ME Sen. Matt Harrington (R-ME-033), ME Rep. Mathew McIntyre (R-ME-018), ME Rep. Sophia Warren (D-ME-124)"
"L.D. 274 (H.P. 178): An Act Making Unified Allocations from the Highway Fund and Other Funds for the Expenditures of State Government and Changing Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Years Ending June 30, 2025, June 30, 2026 and June 30, 2027",Watching,,Sent to Executive,,Final Disposition: Emergency Enacted,https://legislature.maine.gov/billtracker/#Paper/HP0178?legislature=132,"This legislative amendment to L.D. 274, as proposed in the Maine House of Representatives, introduces changes to the appropriations and allocations for the Department of Transportation, specifically targeting the Highway and Bridge Capital program. The amendment reduces capital expenditures by $2,000,000 for each of the fiscal years 2026 and 2027 from both the Highway Fund and Other Special Revenue Funds, resulting in a total reduction of $4,000,000 per year. These reductions are directly related to an initiative previously included in Part A of the bill. No new funding is allocated for the fiscal year 2025-26, and the reductions are only applied in the subsequent two fiscal years. The amendment does not introduce new programs or initiatives but instead modifies the existing budget allocations, thereby impacting the resources available for highway and bridge capital projects during the specified period. This change aligns with fiscal management objectives by adjusting expenditures in response to budgetary priorities or constraints, but may affect the scope or timing of transportation infrastructure projects supported by these funds.",ME Rep. Lydia Crafts (D-ME-046),
"L.D. 275 (H.P. 179): An Act to Make Supplemental Allocations from the Highway Fund and Other Funds for the Expenditures of State Government and to Change Certain Provisions of the Law Necessary to the Proper Operations of State Government for the Fiscal Year Ending June 30, 2025",Watching,,Sent to Executive,,Final Disposition: Emergency Enacted,https://legislature.maine.gov/billtracker/#Paper/HP0179?legislature=132,"This legislative amendment to L.D. 275 provides supplemental allocations from Maine's Highway Fund and other funds for state government expenditures for the fiscal year ending June 30, 2025, and introduces changes necessary for the continued operation of state government. The bill is designated as emergency legislation, allowing it to take effect immediately upon approval. Key funding provisions include allocations for the Department of Public Safety to support personnel reclassifications within the State Police, totaling $24,135, and for the Department of the Secretary of State to address increased technology costs, postage, contract expenses for issuing credentials, and several position reclassifications, amounting to $345,369. The Department of Transportation receives a one-time capital expenditure allocation of $15 million in the Multimodal Transportation Fund, offset by an equivalent reduction in personal services due to anticipated vacancies, resulting in a net zero change for the department's Highway Fund allocation for the year. Additionally, the bill adjusts the Multimodal Transportation Fund to align with updated revenue projections, reducing other special revenue funds by $138,121.

The legislation also includes provisions to carry forward unexpended funds. Specifically, up to $9 million in the 'All Other' line category for the Department of Secretary of State, Administration - Motor Vehicles program may be carried forward from fiscal year 2024-25 to 2025-26, with $2 million earmarked for the Bureau of Motor Vehicles modernization project and $7 million for the new license plate general issue project. Another provision allows up to $2.5 million in unexpended balances from the same program to be carried forward to continue modernization efforts at the Bureau of Motor Vehicles. These carry-forward provisions extend the time frame for utilizing previously authorized funds, particularly to accommodate the plate manufacturing billing process and ongoing system upgrades.

The bill modifies existing law by authorizing these specific fund carry-forwards and allocations, some of which were previously permitted under Public Law 2023, chapter 50, Part B. The changes ensure that critical modernization projects and operational needs in public safety, transportation, and motor vehicle administration are adequately funded and can proceed without interruption. No new taxes or fees are introduced, and the bill primarily reallocates existing resources to meet emergent and ongoing needs.

The timelines established by the bill are focused on the fiscal year ending June 30, 2025, with carry-forward provisions extending the use of certain funds into the subsequent fiscal year. The immediate effective date underscores the urgency of maintaining uninterrupted government operations and supporting public safety, transportation infrastructure, and modernization of motor vehicle services.

Overall, the amendment aligns with the organization's mission to support efficient, safe, and modern transportation and public safety systems by ensuring that key state agencies have the necessary resources to maintain and upgrade their services, particularly in areas of personnel, technology, and infrastructure.",ME Rep. Lydia Crafts (D-ME-046),
L.D. 1122 (H.P. 741): An Act to Amend the Law Banning Single-use Carry-out Bags,Support,,Introduced or Prefiled,,Final Disposition: Ought Not To Pass Pursuant To Joint Rule 310,https://legislature.maine.gov/billtracker/#Paper/HP0741?legislature=132,"This legislative act amends Maine's existing law banning single-use carry-out bags at retail establishments by introducing new and clarified definitions for various types of bags, including 'carry-out bag,' 'recycled paper carry-out bag,' 'reusable fabric carry-out bag,' and 'reusable plastic carry-out bag.' The bill specifies the material composition and durability requirements for reusable bags, such as minimum percentages of post-consumer recycled fiber or nonwood renewable fiber for paper bags, and minimum standards for reusability and strength for both fabric and plastic bags. The definition of 'point of sale' is expanded to include not only traditional checkout counters but also self-service kiosks, in-store or curbside pickup locations, and any other location, including the customer's home, where merchandise is delivered or transferred. The act increases the mandatory fee that retail establishments must charge for each recycled paper or reusable plastic carry-out bag from 5 cents to 10 cents, with the collected fees retained by the retailer for any lawful purpose. Exemptions from the fee requirement remain for small stores, restaurants, and hunger relief organizations. The law also reinforces statewide preemption, prohibiting local governments from enacting their own regulations on carry-out bags, ensuring uniform application across Maine. These amendments are set to take effect on January 1, 2026. The changes align with environmental goals by promoting the use of reusable and recycled materials, reducing single-use plastic waste, and clarifying compliance requirements for retailers.",ME Rep. Sophia Warren (D-ME-124),"ME Rep. Arthur ""Art"" Bell (D-ME-103), ME Rep. Laurie Osher (D-ME-025)"
L.D. 1037 (H.P. 666): An Act to Lower the Energy Burden of Residents by Advancing Climate Change Goals,Support,,Introduced or Prefiled,,Final Disposition: Ought Not To Pass Pursuant To Joint Rule 310,https://legislature.maine.gov/billtracker/#Paper/HP0666?legislature=132,"This legislative act amends Section 577-A, subsection 10 of Title 38 of the Maine Revised Statutes, which governs the annual reporting requirements of the Maine Climate Council. The amendment mandates that, beginning January 15, 2026, the Council's annual report to the Legislature must include specific recommendations aimed at lowering the energy burden for Maine residents. The energy burden refers to the proportion of household income spent on energy costs, and the new requirement seeks to ensure that the Council's work directly addresses this issue in the context of advancing the state's climate change goals. The joint standing committee on environment and natural resources retains the authority to review the report and propose legislation based on the Council's recommendations. This change aligns with efforts to make climate policy more responsive to the economic impacts on residents, particularly in terms of energy affordability, which is a key concern for organizations focused on environmental justice and equitable climate action.",ME Rep. Sophia Warren (D-ME-124),
